url,title,pageType,directAnswer,concreteFacts,citeLikelihood,mainFix
https://power-car.ru/articles/era-glonass-moratoriy-2026.html,ЭРА-ГЛОНАСС при ввозе авто физлицом в 2026 — POWER Car,article,True,True,2,none
https://power-car.ru/articles/eaeu-import-rules-2026.html,Растаможка авто из ЕАЭС 2026: доплаты — POWER Car,article,True,True,3,none
https://power-car.ru/articles/autovoz-vladivostok-moscow.html,Автовоз Владивосток — Москва: цены и сроки — POWER Car,article,True,True,3,none
https://power-car.ru/articles/reading-japanese-auction-sheet.html,"U1, A1, W1 в аукционном листе: что значат — POWER Car",article,True,True,3,none
https://power-car.ru/articles/korean-car-vin-code-proverka-encar.html,Проверка корейских авто по VIN на Encar — POWER Car,article,True,True,3,none
https://power-car.ru/articles/china-hybrid-customs-2026.html,Растаможка гибридов EREV из Китая 2026 — POWER Car,article,True,True,3,none
https://power-car.ru/articles/riski-importa-avtomobiley-2026.html,Риски при заказе авто за границей в 2026 — POWER Car,article,True,True,2,none
https://power-car.ru/articles/vozvrat-deneg-import-avto-2026.html,Сорвалась покупка авто за рубежом: как вернуть деньги — POWER Car,article,True,True,2,none
https://power-car.ru/auto/Honda-N-BOX-2021.html,Honda N BOX G 2021 из Японии под ключ — 524 011 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Suzuki-Alto-2023.html,Suzuki ALTO 2023 из Японии под ключ — 631 850 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Suzuki-Jimny-2023.html,Suzuki JIMNY 4WD XC 2023 из Японии под ключ — 1 257 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Honda-Vezel-2023.html,Honda Vezel 2023 из Китая под ключ — 3 113 780 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Gelly-binyue-2021.html,Geely binyue 2021 из Китая под ключ — 1 451 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Geely-Emgrand-L-2022-6000.html,Geely Emgrand L Premium Edition 2022 из Китая под ключ — 1 427 100 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Changan-Eado-Plus-GDI-DCT-Premium-Edition.html,Changan Eado Plus GDI DCT Premium Edition 2023 из Китая под ключ — 1 498 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Audi-A3-2023-Sportback-35-TFSI-Fashion-Sporty-Model.html,Audi Audi A3 35 TFSI Fashion Sporty Model 2024 из Китая под ключ — 2 671 191 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-1-Series-120i-M-Sport-Shadow-Edition.html,BMW 1-Series 120i M Sport Shadow Edition 2023 из Китая под ключ — 2 056 999 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Mercedes-Benz-A-Class-A-180.html,Mercedes-Benz A-Class A 180 2025 из Китая под ключ — 2 642 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-3-Series-320Li-M-Sport-2021.html,BMW 3 Series 320Li M Sport Package 2021 из Китая под ключ — 2 906 047 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Hyundai-Sonata-2020-inspiration.html,Hyundai Sonata inspiration 2020 из Кореи под ключ — 1 783 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Hyundai-Elantra-2021.html,Hyundai Elantra Glc elite ed. 2021 из Кореи под ключ — 1 502 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Mercedes-Benz-GLC-2022.html,Mercedes-Benz GLC 260 L 4 magic Dynamic 2022 из Китая под ключ — 4 951 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-X3-M-Sport-2022.html,BMW X3 m sport 2022 из Китая под ключ — 4 564 619 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-X5-2023.html,BMW x5 m Sport shadow ed. 2023 из Китая под ключ — 7 581 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-x1-2024-1-5-japan.html,BMW X1 sdrive 18i m sport 2024 из Японии под ключ — 2 967 537 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mazda-cx5-2022.html,Mazda cx5 2022 из Китая под ключ — 2 565 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Audi-Q3-Sportback-2022.html,Audi Q3 35 tfsi progressive 2022 из Китая под ключ — 3 354 489 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-3-Series-Facelift-320i-Sport-2021.html,BMW 3 Series 2021 Facelift 320i Sports Package 2021 из Китая под ключ — 2 904 547 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Skoda-Kamiq-Comfort-2022.html,Skoda Komic 2022 1.5l Automatic Comfort 2022 из Китая под ключ — 1 795 032 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Audi-A3-Sportback-Luxury-Sport-2023.html,Audi A3 Sportback Luxury Sport 2023 из Китая под ключ — 2 779 489 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/280tsi.html,Volkswagen Tiguan L 280tsi Limited Ed. 2023 из Китая под ключ — 2 939 489 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-X1-sDrive20Li-X-Design-2023.html,BMW X1 sDrive20Li X Design Package 2023 из Китая под ключ — 3 553 645 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/BMW-X1-sDrive20Li-Premium-2022-china.html,BMW X1 sDrive20Li Premium Ed. 2022 из Китая под ключ — 2 716 149 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Golf-280TSI-DSG-Pro-2023.html,Volkswagen Golf 280TSI DSG Pro 2023 из Китая под ключ — 2 164 451 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/YARiS-X-1-5L-CVT-Luxury-Plus.html,Toyota YARiS X Luxury PLUS Ed 2022 из Китая под ключ — 1 457 532 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Toyota-Corolla-Pioneer-2021.html,Toyota Corolla TNGA Pioneer Ed 2021 из Китая под ключ — 1 833 566 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Nissan-Sylphy-Classic-Luxury-2022.html,Nissan Sylphy Luxury Ed 2022 из Китая под ключ — 1 401 013 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Mazda-CX-5-Smart-2022.html,Mazda CX-5 Smart Ed 2022 из Китая под ключ — 2 612 941 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Audi-Q2L-Fashion-Dynamic-2022.html,Audi Q2L Fashion Dynamic Ed 2022 из Китая под ключ — 2 275 622 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Kia-K3-Luxury-2023.html,Kia K3 Luxury Ed 2023 из Китая под ключ — 1 643 564 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Lamando-L-280TSI-Hot-2023.html,Volkswagen Lamando L 280TSI DSG Hot Ed 2023 из Китая под ключ — 2 163 120 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Honda-XR-V-Passion-2024.html,Honda XR-V Trend Edition 2023 из Китая под ключ — 2 046 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/Honda-Crider-Elite-Luxury-2022.html,Honda Crider Elite Luxury Ed 2022 из Китая под ключ — 1 669 750 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/chevrolet-the-next-spark-1-0-75hp.html,Chevrolet The Next Spark 2018 из Кореи под ключ — 827 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-a-class-2-0-150hp.html,Mercedes-Benz A-Class 2021 из Кореи под ключ — 2 305 441 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-glb-x247-2-0-150hp.html,Mercedes-Benz GLB-X247 2021 из Кореи под ключ — 3 208 941 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/chevrolet-trax-1-2-137hp.html,Chevrolet Trax 2023 из Кореи под ключ — 2 189 994 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-t-roc-2-0-150hp.html,Volkswagen T-Roc 2022 из Кореи под ключ — 2 090 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/hyundai-venue-1-6-123hp.html,Hyundai Venue 2021 из Кореи под ключ — 1 689 101 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/peugeot-2008-1-5-130hp.html,Peugeot 2008 2021 из Кореи под ключ — 1 790 870 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/peugeot-308-1-5-130hp.html,Peugeot 308 2022 из Кореи под ключ — 2 176 500 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/renault-korea-xm3-1-3-152hp.html,Renault XM3 2021 из Кореи под ключ — 1 795 247 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/audi-q3-2-0-150hp.html,Audi Q3 2022 из Кореи под ключ — 3 816 662 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/hyundai-avante-1-6-123hp.html,Hyundai Avante 2023 из Кореи под ключ — 1 986 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/chevrolet-trailblazer-1-3-155hp.html,Chevrolet Trailblazer RS 2021 из Кореи под ключ — 1 831 440 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mini-cooper-clubman-classic-plus-lite-2-gen-1-5-136hp.html,Mini Clubman Classic Plus Lite 2 gen 2021 из Кореи под ключ — 1 862 376 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/kia-seltos-2-0-149hp.html,Kia Seltos 2022 из Кореи под ключ — 3 338 938 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/hyundai-casper-turbo-smart-1-0-76hp.html,Hyundai Casper Turbo Smart 2020 из Кореи под ключ — 1 202 824 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/bmw-2-series-gran-coupe-2-0-150hp.html,BMW 2 Series Gran Coupe 2019 из Кореи под ключ — 2 012 941 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-c-class-1-6-150hp.html,Mercedes-Benz C-Class 2018 из Кореи под ключ — 1 630 669 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/jeep-renegade-1-6-130hp.html,Jeep Renegade 2020 из Кореи под ключ — 1 727 519 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-t-cross-1-0-116hp.html,Volkswagen T-CROSS 2023 из Японии под ключ — 1 324 057 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/renault-lutecia-1-3-131hp.html,Renault LUTECIA 2021 из Японии под ключ — 1 008 927 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/nissan-kix-1-2-129hp.html,Nissan KIX 2021 из Японии под ключ — 1 126 701 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/nissan-serena-1-2-84hp.html,Nissan SERENA 2022 из Японии под ключ — 1 516 649 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/nissan-note-1-2-82hp.html,Nissan NOTE 2021 из Японии под ключ — 881 687 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-a-class-1-4-136hp.html,Mercedes-Benz A CLASS 2022 из Японии под ключ — 1 998 194 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-cla-class-2-0-150hp.html,Mercedes-Benz CLA CLASS 2023 из Японии под ключ — 2 270 662 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-c-class-1-5-156hp.html,Mercedes-Benz C CLASS 2016 из Японии под ключ — 1 713 148 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-corolla-sport-1-2-116hp.html,Toyota COROLLA SPORT 2021 из Японии под ключ — 1 595 849 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-c-hr-s-t-4wd-1-2-116hp.html,Toyota C-HR S-T 4WD 2022 из Японии под ключ — 1 788 349 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-raize-1-2-86hp.html,Toyota Raize 2022 из Японии под ключ — 1 560 099 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/subaru-impreza-1-6-115hp.html,Subaru IMPREZA 2021 из Японии под ключ — 1 264 880 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/bmw-1-series-1-5-140hp.html,BMW 1 SERIES 2022 из Японии под ключ — 1 770 531 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/bmw-2-series-coupe-msp-1-5-140hp.html,BMW 2 SERIES Coupe MSP 2021 из Японии под ключ — 1 624 303 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/audi-a1-a1-1-0-110hp.html,Audi A1 2022 из Японии под ключ — 1 000 651 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-step-wagon-1-5-150hp.html,Honda STEP WAGON 2023 из Японии под ключ — 2 161 031 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-n-box-0-6-64hp.html,Honda N BOX 2023 из Японии под ключ — 985 475 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/audi-a5l-2-0t-sport-plus-2-0-204hp.html,Audi A5L  2.0T Sport Plus 2026 из Китая под ключ — 5 837 835 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-glc-300-l-4matic-2-0-254hp.html,Mercedes-Benz GLC 300 L 4MATIC 2026 из Китая под ключ — 7 816 554 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-amg-gt-63-s-e-performance-4-0-612hp.html,Mercedes-AMG GT 63 S E Performance 2025 из Китая под ключ — 62 921 416 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-c-class-2026-c-260-l-sport-edi-2-0-204hp.html,Mercedes-Benz C-Class 2026 C 260 L Sport Edi 2026 из Китая под ключ — 5 877 931 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/audi-q5l-exclusive-ed-2-0-204hp.html,Audi Q5L Exclusive Ed 2026 из Китая под ключ — 7 154 023 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/lexus-2026-300h-2-0-156hp.html,Lexus 2026 300h 2026 из Китая под ключ — 5 700 443 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-freed-1-5-129hp.html,Honda FREED 2012 из Японии под ключ — 789 685 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mercedes-benz-a-class-1-6-122hp.html,Mercedes-Benz A CLASS 2016 из Японии под ключ — 1 091 053 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-sienta-1-5-109hp.html,Toyota SIENTA 2025 из Японии под ключ — 918 389 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/fiat-500x-1-3-151hp.html,Fiat 500X 2021 из Японии под ключ — 833 900 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/kia-the-new-ray-1-0-76hp.html,Kia The New Ray 2022 из Кореи под ключ — 820 869 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-crider-180turbo-luxury-ed-1-0-122hp.html,Honda Crider 180Turbo Luxury Ed 2022 из Китая под ключ — 1 209 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-tayron-1-4-150hp.html,Volkswagen Tayron 2022 из Китая под ключ — 2 450 001 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/audi-a5-2025.html,Audi A5 2025 из Китая под ключ — 3 950 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/bmw-5-series-2021.html,BMW 5-Series 2021 из Японии под ключ — 3 750 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-civic-2022.html,Honda Civic 2022 из Японии под ключ — 2 040 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-fit-2022.html,Honda Fit 2022 из Японии под ключ — 980 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/honda-wr-v-2026.html,Honda WR-V 2026 из Китая под ключ — 1 900 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/hyundai-ix35-2023.html,Hyundai ix35 2023 из Китая под ключ — 1 900 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mazda-demio-2012.html,Mazda Demio 2012 из Японии под ключ — 600 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/peugeot-2008-2022.html,Peugeot 2008 2022 из Кореи под ключ — 1 150 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/skoda-octavia-2022.html,Skoda Octavia 2022 из Китая под ключ — 2 100 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/subaru-forester-2022.html,Subaru Forester 2022 из Японии под ключ — 3 100 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-camry-2026.html,Toyota Camry 2026 из Китая под ключ — 3 980 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-harrier-2022.html,Toyota Harrier 2022 из Японии под ключ — 3 700 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-ist-2010.html,Toyota Ist 2010 из Японии под ключ — 900 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-ractis-2011.html,Toyota Ractis 2011 из Японии под ключ — 850 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-rav4-2026.html,Toyota RAV4 2026 из Китая под ключ — 4 500 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/toyota-wish-2015.html,Toyota Wish 2015 из Японии под ключ — 1 470 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-beetle-2016.html,Volkswagen Beetle 2016 из Японии под ключ — 1 150 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-tiguan-2017.html,Volkswagen Tiguan 2017 из Японии под ключ — 1 750 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-sharan-2019.html,Volkswagen Sharan 2019 из Кореи под ключ — 1 700 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/volkswagen-tharu-2022.html,Volkswagen Tharu 2022 из Китая под ключ — 2 230 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/mitsubishi-eclipse-cross-2023.html,Mitsubishi Eclipse Cross 2023 из Японии под ключ — 2 400 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/skoda-karoq-2022.html,Skoda Karoq 2022 из Китая под ключ — 2 250 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/auto/subaru-forester-hybrid-2021.html,Subaru Forester Hybrid 2021 из Японии под ключ — 2 300 000 ₽ | POWER Car,landing,True,True,2,none
https://power-car.ru/docs/privacy.html,Политика конфиденциальности — POWER Car,about,True,True,1,none
https://power-car.ru/docs/terms.html,Пользовательское соглашение — POWER Car,about,True,True,1,none
https://power-car.ru/docs/agreement.html,Макет агентского договора — POWER Car,about,True,True,2,none
